i,time (s),dt
1809,16.0790019,0.008374
1810,16.08730054,0.008299
1811,16.09562659,0.008326
1812,16.10396504,0.008338
1813,16.1122992,0.008334
1814,16.12062717,0.008328
1815,16.12895417,0.008327
1816,16.13728643,0.008332
1817,16.1456306,0.008344
1818,16.15395713,0.008327
1819,16.16228914,0.008332
1820,16.1706202,0.008331
1821,16.17895389,0.008334
1822,16.18728709,0.008333
1823,16.19561672,0.00833
1824,16.20394969,0.008333
1825,16.21230578,0.008356
1826,16.22062182,0.008316
1827,16.22895241,0.008331
1828,16.2372849,0.008332
1829,16.2456224,0.008337
1830,16.25395489,0.008332
1831,16.26228905,0.008334
1832,16.27062058,0.008332
1833,16.27895093,0.00833
1834,16.28728581,0.008335
1835,16.29561591,0.00833
1836,16.30394936,0.008333
1837,16.31230402,0.008355
1838,16.32064247,0.008338
1839,16.32896733,0.008325
1840,16.33730245,0.008335
1841,16.34563661,0.008334
1842,16.35397172,0.008335
1843,16.36230397,0.008332
1844,16.37063503,0.008331
1845,16.37896919,0.008334
1846,16.38731217,0.008343
1847,16.39563155,0.008319
1848,16.40396476,0.008333
1849,16.41231418,0.008349
1850,16.42064166,0.008327
1851,16.42898297,0.008341
1852,16.43731427,0.008331
1853,16.44564986,0.008336
1854,16.45398235,0.008332
1855,16.4623158,0.008333
1856,16.47065139,0.008336
1857,16.47897887,0.008327
1858,16.48731279,0.008334
1859,16.49564195,0.008329
1860,16.50397801,0.008336
1861,16.51232362,0.008346
1862,16.52065587,0.008332
1863,16.52898765,0.008332
1864,16.53733254,0.008345
1865,16.54565311,0.008321
1866,16.55398345,0.00833
1867,16.56232452,0.008341
1868,16.57065821,0.008334
1869,16.57898951,0.008331
1870,16.58732081,0.008331
1871,16.59564543,0.008325
1872,16.60399365,0.008348
1873,16.61234045,0.008347
1874,16.62065721,0.008317
1875,16.62896299,0.008306
1876,16.63729405,0.008331
1877,16.64563227,0.008338
1878,16.65395999,0.008328
1879,16.66229582,0.008336
1880,16.6706202,0.008324
1881,16.67895532,0.008335
1882,16.68728519,0.00833
1883,16.69561791,0.008333
1884,16.70395112,0.008333
1885,16.71229959,0.008348
1886,16.72062254,0.008323
1887,16.72895193,0.008329
1888,16.73728561,0.008334
1889,16.74562168,0.008336
1890,16.75395393,0.008332
1891,16.76228762,0.008334
1892,16.77062011,0.008332
1893,16.77895355,0.008333
1894,16.78728581,0.008332
1895,16.79561806,0.008332
1896,16.80395007,0.008332
1897,16.81230021,0.00835
1898,16.82062268,0.008322
1899,16.82895184,0.008329
1900,16.83728647,0.008335
1901,16.84562182,0.008335
1902,16.85395551,0.008334
1903,16.862288,0.008332
1904,16.87062025,0.008332
1905,16.87895179,0.008332
1906,16.88728499,0.008333
1907,16.89561677,0.008332
1908,16.90394998,0.008333
1909,16.91230226,0.008352
1910,16.92066169,0.008359
1911,16.92895246,0.008291
1912,16.9372859,0.008333
1913,16.94562149,0.008336
1914,16.95395422,0.008333
1915,16.9622879,0.008334
1916,16.97062063,0.008333
1917,16.97895169,0.008331
1918,16.98728728,0.008336
1919,16.99561596,0.008329
1920,17.00395107,0.008335
1921,17.01230288,0.008352
1922,17.02062798,0.008325
1923,17.02895498,0.008327
1924,17.03730393,0.008349
1925,17.04562545,0.008322
1926,17.05396795,0.008343
1927,17.06229234,0.008324
1928,17.07062817,0.008336
1929,17.07896137,0.008333
1930,17.08729982,0.008338
1931,17.09562659,0.008327
1932,17.10396433,0.008338
1933,17.11229754,0.008333
1934,17.12063456,0.008337
1935,17.12896705,0.008332
1936,17.13729978,0.008333
1937,17.14562988,0.00833
1938,17.15395761,0.008328
1939,17.16229034,0.008333
1940,17.17062092,0.008331
1941,17.17895031,0.008329
1942,17.18728495,0.008335
1943,17.1956172,0.008332
1944,17.20394898,0.008332
1945,17.21229959,0.008351
1946,17.22062254,0.008323
1947,17.22895193,0.008329
1948,17.23728633,0.008334
1949,17.24562144,0.008335
1950,17.2539556,0.008334
1951,17.26228881,0.008333
1952,17.27062011,0.008331
1953,17.27895141,0.008331
1954,17.28728581,0.008334
1955,17.29561663,0.008331
1956,17.30395103,0.008334
1957,17.31229973,0.008349
1958,17.32062197,0.008322
1959,17.32895279,0.008331
1960,17.33730006,0.008347
1961,17.34563685,0.008337
1962,17.35397172,0.008335
1963,17.36230373,0.008332
1964,17.37063646,0.008333
1965,17.37896919,0.008333
1966,17.38730383,0.008335
1967,17.39563274,0.008329
1968,17.40396571,0.008333
1969,17.41231608,0.00835
1970,17.42064238,0.008326
1971,17.42896605,0.008324
1972,17.4373126,0.008347
1973,17.44564796,0.008335
1974,17.45402384,0.008376
1975,17.46231437,0.008291
1976,17.47065067,0.008336
1977,17.47898364,0.008333
1978,17.48731279,0.008329
1979,17.49564409,0.008331
1980,17.5039773,0.008333
1981,17.5123229,0.008346
1982,17.5206573,0.008334
1983,17.52898264,0.008325
1984,17.53731871,0.008336
1985,17.54564595,0.008327
1986,17.55397868,0.008333
1987,17.56231904,0.00834
1988,17.57065153,0.008332
1989,17.57897568,0.008324
1990,17.58730698,0.008331
1991,17.5956564,0.008349
1992,17.60398531,0.008329
1993,17.61231709,0.008332
1994,17.62064552,0.008328
1995,17.62897873,0.008333
1996,17.6372931,0.008314
1997,17.64563012,0.008337
1998,17.65396619,0.008336
1999,17.66229653,0.00833
2000,17.6706214,0.008325
2001,17.67895508,0.008334
2002,17.68728447,0.008329
2003,17.69561744,0.008333
2004,17.70394993,0.008332
2005,17.71230006,0.00835
2006,17.72062159,0.008322
2007,17.72895122,0.00833
2008,17.73728633,0.008335
2009,17.74562073,0.008334
2010,17.75395489,0.008334
2011,17.7623136,0.008359
2012,17.77061939,0.008306
2013,17.77895093,0.008332
2014,17.78728366,0.008333
2015,17.79561687,0.008333
2016,17.80394912,0.008332
2017,17.81230378,0.008355
2018,17.8206234,0.00832
2019,17.82895494,0.008332
2020,17.83728552,0.008331
2021,17.84562016,0.008335
2022,17.85395598,0.008336
2023,17.86228728,0.008331
2024,17.87061977,0.008332
2025,17.87894988,0.00833
2026,17.88728309,0.008333
2027,17.8956182,0.008335
2028,17.90394926,0.008331
2029,17.91229844,0.008349
2030,17.92062163,0.008323
2031,17.92895198,0.00833
2032,17.9372859,0.008334
2033,17.9456203,0.008334
2034,17.95395494,0.008335
2035,17.9622891,0.008334
2036,17.97061849,0.008329
2037,17.97895265,0.008334
2038,17.98728538,0.008333
2039,17.99561763,0.008332
2040,18.00395107,0.008333
2041,18.0123024,0.008351
2042,18.02062774,0.008325
2043,18.02895618,0.008328
2044,18.03730512,0.008349
2045,18.04562378,0.008319
2046,18.05396962,0.008346
2047,18.06229162,0.008322
2048,18.07062912,0.008337
2049,18.07895947,0.00833
2050,18.08729935,0.00834
2051,18.09562564,0.008326
2052,18.10396695,0.008341
2053,18.1122992,0.008332
2054,18.12062717,0.008328
2055,18.12895274,0.008326
2056,18.13728666,0.008334
2057,18.14562082,0.008334
2058,18.15396023,0.008339
2059,18.16228843,0.008328
2060,18.17062044,0.008332
2061,18.17895031,0.00833
2062,18.18728447,0.008334
2063,18.19561696,0.008332
2064,18.20395041,0.008333
2065,18.21230245,0.008352
2066,18.22062206,0.00832
2067,18.22895265,0.008331
2068,18.23728585,0.008333
2069,18.24562168,0.008336
2070,18.25396442,0.008343
2071,18.26228714,0.008323
2072,18.27061868,0.008332
2073,18.27894998,0.008331
2074,18.28728533,0.008335
2075,18.29565477,0.008369
2076,18.30394959,0.008295
2077,18.31230021,0.008351
2078,18.32062125,0.008321
2079,18.32895184,0.008331
2080,18.33730364,0.008352
2081,18.34563708,0.008333
2082,18.35397792,0.008341
2083,18.3623054,0.008327
2084,18.37063575,0.00833
2085,18.37896681,0.008331
2086,18.38730121,0.008334
2087,18.39563179,0.008331
2088,18.40396547,0.008334
2089,18.41231394,0.008348
2090,18.42064571,0.008332
2091,18.42896962,0.008324
2092,18.43731976,0.00835
2093,18.44565821,0.008338
2094,18.45399571,0.008337
2095,18.4623282,0.008332
2096,18.4706862,0.008358
2097,18.47902012,0.008334
2098,18.48732781,0.008308
2099,18.49565578,0.008328
2100,18.50398278,0.008327
2101,18.51232481,0.008342
2102,18.52065921,0.008334
2103,18.52898741,0.008328
2104,18.53734851,0.008361
2105,18.54563832,0.00829
2106,18.55397582,0.008337
2107,18.56230855,0.008333
2108,18.5706389,0.00833
2109,18.57896543,0.008327
2110,18.58731413,0.008349
2111,18.59563923,0.008325
2112,18.603971,0.008332
2113,18.61231232,0.008341
2114,18.62063813,0.008326
2115,18.62897706,0.008339
2116,18.63730955,0.008332
2117,18.64562893,0.008319
2118,18.65397406,0.008345
2119,18.66229272,0.008319
2120,18.67062235,0.00833
2121,18.6789515,0.008329
2122,18.68728519,0.008334
2123,18.69561648,0.008331
2124,18.70394945,0.008333
2125,18.71230364,0.008354
2126,18.72062182,0.008318
2127,18.72895145,0.00833
2128,18.73728561,0.008334
2129,18.74562049,0.008335
2130,18.75395584,0.008335
2131,18.76228762,0.008332
2132,18.77061939,0.008332
2133,18.77895069,0.008331
2134,18.78728652,0.008336
2135,18.79561639,0.00833
2136,18.8039484,0.008332
2137,18.8123045,0.008356
2138,18.82062316,0.008319
2139,18.82895231,0.008329
2140,18.83728647,0.008334
2141,18.84562087,0.008334
2142,18.85395432,0.008333
2143,18.86228895,0.008335
2144,18.87061858,0.00833
2145,18.8789506,0.008332
2146,18.88728547,0.008335
2147,18.89561629,0.008331
2148,18.9039495,0.008333
2149,18.91230083,0.008351
2150,18.92062211,0.008321
2151,18.92895079,0.008329
2152,18.93728399,0.008333
2153,18.94562101,0.008337
2154,18.95395517,0.008334
2155,18.9622879,0.008333
2156,18.97062016,0.008332
2157,18.97895026,0.00833
2158,18.98728395,0.008334
2159,18.99561763,0.008334
2160,19.00394988,0.008332
2161,19.01230025,0.00835
2162,19.02062988,0.00833
2163,19.02895427,0.008324
2164,19.03730488,0.008351
2165,19.04562426,0.008319
2166,19.05397034,0.008346
2167,19.06229234,0.008322
2168,19.07062864,0.008336
2169,19.07895994,0.008331
2170,19.08729982,0.00834
2171,19.09562516,0.008325
2172,19.10396171,0.008337
2173,19.11230016,0.008338
2174,19.12063313,0.008333
2175,19.12896085,0.008328
2176,19.13733697,0.008376
2177,19.14562106,0.008284
2178,19.15395594,0.008335
2179,19.16229153,0.008336
2180,19.17062116,0.00833
2181,19.17895484,0.008334
2182,19.18728566,0.008331
2183,19.1956172,0.008332
2184,19.20395064,0.008333
2185,19.21230173,0.008351
2186,19.22062159,0.00832
2187,19.22895241,0.008331
2188,19.23728561,0.008333
2189,19.24562097,0.008335
2190,19.25395513,0.008334
2191,19.26228809,0.008333
2192,19.27062035,0.008332
2193,19.27895021,0.00833
2194,19.28728366,0.008333
2195,19.2956171,0.008333
2196,19.30394959,0.008332
2197,19.31230187,0.008352
2198,19.32062173,0.00832
2199,19.32895136,0.00833
2200,19.33728528,0.008334
2201,19.34562922,0.008344
2202,19.3539722,0.008343
2203,19.36230445,0.008332
2204,19.37063575,0.008331
2205,19.37897039,0.008335
2206,19.38730264,0.008332
2207,19.39563274,0.00833
2208,19.40396524,0.008332
2209,19.41231275,0.008348
2210,19.42064214,0.008329
2211,19.42896962,0.008327
2212,19.43730545,0.008336
2213,19.44564724,0.008342
2214,19.45398355,0.008336
2215,19.4623158,0.008332
2216,19.47064829,0.008332
2217,19.47897935,0.008331
2218,19.48731232,0.008333
2219,19.49564409,0.008332
2220,19.50397611,0.008332
2221,19.51232147,0.008345
2222,19.52065444,0.008333
2223,19.52898526,0.008331
2224,19.53733301,0.008348
2225,19.5456655,0.008332
2226,19.55396771,0.008302
2227,19.56231093,0.008343
2228,19.57064056,0.00833
2229,19.57896423,0.008324
2230,19.58731175,0.008348
2231,19.59564114,0.008329
2232,19.60396433,0.008323
2233,19.61230969,0.008345
2234,19.62063837,0.008329
2235,19.62897492,0.008337
2236,19.6373136,0.008339
2237,19.64563322,0.00832
2238,19.65397024,0.008337
2239,19.66229272,0.008322
2240,19.67062306,0.00833
2241,19.67895222,0.008329
2242,19.68728638,0.008334
2243,19.6956172,0.008331
2244,19.70395041,0.008333
2245,19.71230412,0.008354
2246,19.72062063,0.008317
2247,19.72895145,0.008331
2248,19.73728418,0.008333
2249,19.7456212,0.008337
2250,19.75395417,0.008333
2251,19.76228833,0.008334
2252,19.77062011,0.008332
2253,19.77895236,0.008332
2254,19.78728581,0.008333
2255,19.79561687,0.008331
2256,19.80394936,0.008332
2257,19.81230068,0.008351
2258,19.82062149,0.008321
2259,19.8289516,0.00833
2260,19.83728433,0.008333
2261,19.84562087,0.008337
2262,19.85395408,0.008333
2263,19.86229038,0.008336
2264,19.87062049,0.00833
2265,19.8789506,0.00833
2266,19.88728499,0.008334
2267,19.89561606,0.008331
2268,19.90394974,0.008334
2269,19.91230249,0.008353
2270,19.92062211,0.00832
2271,19.92895222,0.00833
2272,19.9372859,0.008334
2273,19.9456203,0.008334
2274,19.95395351,0.008333
2275,19.96228838,0.008335
2276,19.97061944,0.008331
2277,19.97897244,0.008353
2278,19.98728371,0.008311
2279,19.9956162,0.008332
2280,20.00395036,0.008334
2281,20.01229954,0.008349
2282,20.02062917,0.00833
2283,20.02895474,0.008326
2284,20.03730464,0.00835
2285,20.04562402,0.008319
2286,20.05396795,0.008344
2287,20.06229162,0.008324
2288,20.07062721,0.008336
2289,20.07895899,0.008332
2290,20.0873003,0.008341
2291,20.09562492,0.008325
2292,20.10396218,0.008337
2293,20.11229873,0.008337
2294,20.12062693,0.008328
2295,20.12895417,0.008327
2296,20.13728857,0.008334
2297,20.14562178,0.008333
2298,20.15395427,0.008332
2299,20.16228819,0.008334
2300,20.17062211,0.008334
2301,20.17895198,0.00833
2302,20.18728638,0.008334
2303,20.1956172,0.008331
2304,20.2039516,0.008334
2305,20.21230125,0.00835
2306,20.22062159,0.00832
2307,20.22895241,0.008331
2308,20.23728585,0.008333
2309,20.24561858,0.008333
2310,20.25395441,0.008336
2311,20.26228905,0.008335
2312,20.27061915,0.00833
2313,20.27895117,0.008332
2314,20.28728509,0.008334
2315,20.29561567,0.008331
2316,20.30394983,0.008334
2317,20.31230283,0.008353
2318,20.32062197,0.008319
2319,20.3289516,0.00833
2320,20.33728552,0.008334
2321,20.34562111,0.008336
2322,20.35396051,0.008339
2323,20.3623178,0.008357
2324,20.37064076,0.008323
2325,20.37897158,0.008331
2326,20.38730931,0.008338
2327,20.3956387,0.008329
2328,20.40397072,0.008332
2329,20.41231704,0.008346
2330,20.42064762,0.008331
2331,20.42897677,0.008329
2332,20.43731403,0.008337
2333,20.4456439,0.00833
2334,20.4539876,0.008344
2335,20.46233273,0.008345
2336,20.4706471,0.008314
2337,20.4789784,0.008331
2338,20.48731232,0.008334
2339,20.4956429,0.008331
2340,20.50397611,0.008333
2341,20.51236367,0.008388
2342,20.52065563,0.008292
2343,20.52898836,0.008333
2344,20.5373323,0.008344
2345,20.54565311,0.008321
2346,20.55399466,0.008342
2347,20.56232786,0.008333
2348,20.57064152,0.008314
2349,20.57896614,0.008325
2350,20.58730507,0.008339
2351,20.59564519,0.00834
2352,20.60396695,0.008322
2353,20.61230898,0.008342
2354,20.62063646,0.008327
2355,20.62897253,0.008336
2356,20.63731504,0.008343
2357,20.64563298,0.008318
2358,20.65398741,0.008354
2359,20.6622994,0.008312
2360,20.67062163,0.008322
2361,20.67895317,0.008332
2362,20.68728423,0.008331
2363,20.69561672,0.008332
2364,20.70395088,0.008334
2365,20.71229863,0.008348
2366,20.72062278,0.008324
2367,20.72895408,0.008331
2368,20.73728585,0.008332
2369,20.74562264,0.008337
2370,20.7539556,0.008333
2371,20.76229668,0.008341
2372,20.77061915,0.008322
2373,20.7789495,0.00833
2374,20.78728437,0.008335
2375,20.79561615,0.008332
2376,20.80394912,0.008333
2377,20.81230044,0.008351
2378,20.82062721,0.008327
2379,20.82895064,0.008323
2380,20.8372848,0.008334
2381,20.84562278,0.008338
2382,20.85395455,0.008332
2383,20.86230302,0.008348
2384,20.87061954,0.008317
2385,20.87895012,0.008331
2386,20.88728428,0.008334
2387,20.89561534,0.008331
2388,20.90394998,0.008335
2389,20.91229796,0.008348
2390,20.9206214,0.008323
2391,20.92895126,0.00833
2392,20.93728495,0.008334
2393,20.94562101,0.008336
2394,20.95395494,0.008334
2395,20.96230054,0.008346
2396,20.97062087,0.00832
2397,20.97895455,0.008334
2398,20.98728609,0.008332
2399,20.99561787,0.008332
2400,21.0039506,0.008333
2401,21.01230121,0.008351
2402,21.02062917,0.008328
2403,21.02895474,0.008326
2404,21.03730297,0.008348
2405,21.04562283,0.00832
2406,21.05396819,0.008345
2407,21.06230378,0.008336
2408,21.07062793,0.008324
2409,21.07895494,0.008327
2410,21.08730078,0.008346
2411,21.09562659,0.008326
2412,21.10396099,0.008334
2413,21.11229849,0.008337
2414,21.12063074,0.008332
2415,21.12896276,0.008332
2416,21.13729954,0.008337
2417,21.14562917,0.00833
2418,21.15395498,0.008326
2419,21.162287,0.008332
2420,21.17062259,0.008336
2421,21.17895222,0.00833
2422,21.18728519,0.008333
2423,21.19561601,0.008331
2424,21.20394969,0.008334
2425,21.21230555,0.008356
2426,21.22062302,0.008317
2427,21.22895241,0.008329
2428,21.23728466,0.008332
2429,21.24562097,0.008336
2430,21.25395465,0.008334
2431,21.26228905,0.008334
2432,21.27061939,0.00833
2433,21.27895045,0.008331
2434,21.28728485,0.008334
2435,21.29561591,0.008331
2436,21.3039515,0.008336
2437,21.31230521,0.008354
2438,21.32062244,0.008317
2439,21.32895112,0.008329
2440,21.33728433,0.008333
2441,21.34562039,0.008336
2442,21.3539927,0.008372
2443,21.36229348,0.008301
2444,21.37063742,0.008344
2445,21.37896657,0.008329
2446,21.38730145,0.008335
2447,21.39563274,0.008331
2448,21.40396547,0.008333
2449,21.41232252,0.008357
2450,21.42065501,0.008332
2451,21.42900682,0.008352
2452,21.43733454,0.008328
2453,21.44565702,0.008322
2454,21.45397997,0.008323
2455,21.46231508,0.008335
2456,21.47064447,0.008329
2457,21.47897601,0.008332
2458,21.48730755,0.008332
2459,21.49563742,0.00833
2460,21.50397253,0.008335
2461,21.51231766,0.008345
2462,21.5206461,0.008328
2463,21.5289824,0.008336
2464,21.53732419,0.008342
2465,21.54564309,0.008319
2466,21.55397964,0.008337
2467,21.5623312,0.008352
2468,21.57062793,0.008297
2469,21.57895875,0.008331
2470,21.58729816,0.008339
2471,21.59562755,0.008329
2472,21.60396171,0.008334
2473,21.6123035,0.008342
2474,21.62062621,0.008323
2475,21.62896633,0.00834
2476,21.63728738,0.008321
2477,21.6456275,0.00834
2478,21.65395546,0.008328
2479,21.66228771,0.008332
2480,21.67061997,0.008332
2481,21.6789515,0.008332
2482,21.68728447,0.008333
2483,21.69561696,0.008332
2484,21.70394969,0.008333
2485,21.71230054,0.008351
2486,21.72062135,0.008321
2487,21.72895122,0.00833
2488,21.73728633,0.008335
2489,21.74562097,0.008335
2490,21.75395441,0.008333
2491,21.76228762,0.008333
2492,21.77061987,0.008332
2493,21.77895093,0.008331
2494,21.78728437,0.008333
2495,21.79561615,0.008332
2496,21.80394936,0.008333
2497,21.8123014,0.008352
2498,21.82062578,0.008324
2499,21.82895207,0.008326
2500,21.83728647,0.008334
2501,21.84562087,0.008334
2502,21.85395575,0.008335
2503,21.86228848,0.008333
2504,21.87062049,0.008332
2505,21.87895107,0.008331
2506,21.88728452,0.008333
2507,21.89561772,0.008333
2508,21.90395021,0.008332
2509,21.9123013,0.008351
2510,21.92062235,0.008321
2511,21.92895198,0.00833
2512,21.93728852,0.008337
2513,21.94562101,0.008332
2514,21.95395422,0.008333
2515,21.96228981,0.008336
2516,21.97062087,0.008331
2517,21.97895145,0.008331
2518,21.98728561,0.008334
2519,21.99561787,0.008332
2520,22.00395036,0.008332
2521,22.01229978,0.008349
2522,22.02063084,0.008331
2523,22.02895474,0.008324
2524,22.03730154,0.008347
2525,22.04562378,0.008322
2526,22.05396843,0.008345
2527,22.0622921,0.008324
2528,22.07062888,0.008337
2529,22.07895851,0.00833
2530,22.08729959,0.008341
2531,22.0956254,0.008326
2532,22.1039629,0.008337
2533,22.11229825,0.008335
2534,22.1206274,0.008329
2535,22.12895274,0.008325
2536,22.1372869,0.008334
2537,22.14562297,0.008336
2538,22.15395522,0.008332
2539,22.16228843,0.008333
2540,22.17061949,0.008331
2541,22.17895508,0.008336
2542,22.1872859,0.008331
2543,22.19563747,0.008352
2544,22.20394993,0.008312
2545,22.2123003,0.00835
2546,22.22062254,0.008322
2547,22.22895145,0.008329
2548,22.23728657,0.008335
2549,22.24562216,0.008336
2550,22.25395584,0.008334
2551,22.26228643,0.008331
2552,22.27064252,0.008356
2553,22.27897239,0.00833
2554,22.28730583,0.008333
2555,22.2956326,0.008327
2556,22.30396724,0.008335
2557,22.31231284,0.008346
2558,22.32064462,0.008332
2559,22.328969,0.008324
2560,22.33730269,0.008334
2561,22.34563708,0.008334
2562,22.35397148,0.008334
2563,22.36230326,0.008332
2564,22.37063646,0.008333
2565,22.37898016,0.008344
2566,22.38731337,0.008333
2567,22.39564443,0.008331
2568,22.40397644,0.008332
2569,22.41232419,0.008348
2570,22.42065716,0.008333
2571,22.4289844,0.008327
2572,22.43731403,0.00833
2573,22.44564867,0.008335
2574,22.45398331,0.008335
2575,22.46231341,0.00833
2576,22.47064686,0.008333
2577,22.47897244,0.008326
2578,22.4873066,0.008334
2579,22.4956367,0.00833
2580,22.50397158,0.008335
2581,22.51231957,0.008348
2582,22.52064562,0.008326
2583,22.52898264,0.008337
2584,22.53732204,0.008339
2585,22.54564333,0.008321
2586,22.55397844,0.008335
2587,22.56231666,0.008338
2588,22.57064772,0.008331
2589,22.57895303,0.008305
2590,22.58730435,0.008351
2591,22.59561992,0.008316
2592,22.60396743,0.008348
2593,22.61229992,0.008332
2594,22.62062287,0.008323
2595,22.62896156,0.008339
2596,22.63729167,0.00833
2597,22.64562559,0.008334
2598,22.65395474,0.008329
2599,22.66228867,0.008334
2600,22.67061925,0.008331
2601,22.67895007,0.008331
2602,22.68728423,0.008334
2603,22.69561601,0.008332
2604,22.70394898,0.008333
2605,22.7123003,0.008351
2606,22.72062135,0.008321
2607,22.72899222,0.008371
2608,22.73728681,0.008295
2609,22.74562144,0.008335
2610,22.75395489,0.008333
2611,22.76228833,0.008333
2612,22.7706213,0.008333
2613,22.7789495,0.008328
2614,22.78728557,0.008336
2615,22.79561806,0.008332
2616,22.80395079,0.008333
2617,22.81230331,0.008353
2618,22.82062173,0.008318
2619,22.82895184,0.00833
2620,22.83728552,0.008334
2621,22.84561968,0.008334
2622,22.85395384,0.008334
2623,22.86228752,0.008334
2624,22.8706193,0.008332
2625,22.87895107,0.008332
2626,22.88728571,0.008335
2627,22.89561677,0.008331
2628,22.90395069,0.008334
2629,22.91230345,0.008353
2630,22.92062092,0.008317
2631,22.92895222,0.008331
2632,22.93728733,0.008335
2633,22.94562078,0.008333
2634,22.95395398,0.008333
2635,22.96228743,0.008333
2636,22.97062016,0.008333
2637,22.97894979,0.00833
2638,22.98728442,0.008335
2639,22.99561763,0.008333
2640,23.00395036,0.008333
2641,23.01230574,0.008355
2642,23.02062774,0.008322
2643,23.02895618,0.008328
2644,23.03730059,0.008344
2645,23.04562283,0.008322
2646,23.05396748,0.008345
2647,23.0622921,0.008325
2648,23.07062888,0.008337
2649,23.07895923,0.00833
2650,23.08730078,0.008342
2651,23.09562445,0.008324
2652,23.10396528,0.008341
2653,23.11229539,0.00833
2654,23.12063503,0.00834
2655,23.12896347,0.008328
2656,23.13729644,0.008333
2657,23.14562273,0.008326
2658,23.15395403,0.008331
2659,23.16228795,0.008334
2660,23.17062044,0.008332
2661,23.17895556,0.008335
2662,23.1872859,0.00833
2663,23.19561696,0.008331
2664,23.20395064,0.008334
2665,23.2123003,0.00835
2666,23.2206223,0.008322
2667,23.22895265,0.00833
2668,23.23728681,0.008334
2669,23.24562144,0.008335
2670,23.25395465,0.008333
2671,23.26228809,0.008333
2672,23.27062058,0.008332
2673,23.27895069,0.00833
2674,23.28730059,0.00835
2675,23.29563212,0.008332
2676,23.30396557,0.008333
2677,23.31231284,0.008347
2678,23.32064343,0.008331
2679,23.32896709,0.008324
2680,23.33730269,0.008336
2681,23.3456378,0.008335
2682,23.35397053,0.008333
2683,23.36230326,0.008333
2684,23.37063718,0.008334
2685,23.37898016,0.008343
2686,23.38731623,0.008336
2687,23.39564467,0.008328
2688,23.40397716,0.008332
2689,23.41232324,0.008346
2690,23.42065501,0.008332
2691,23.42898536,0.00833
2692,23.43732142,0.008336
2693,23.44564796,0.008327
2694,23.45398068,0.008333
2695,23.46231484,0.008334
2696,23.47064614,0.008331
2697,23.47897577,0.00833
2698,23.48730421,0.008328
2699,23.49563718,0.008333
2700,23.50397015,0.008333
2701,23.5123167,0.008347
2702,23.52064467,0.008328
2703,23.52898312,0.008338
2704,23.53732038,0.008337
2705,23.54564261,0.008322
2706,23.55398202,0.008339
2707,23.56231618,0.008334
2708,23.57068181,0.008366
2709,23.5789752,0.008293
2710,23.58729792,0.008323
2711,23.59562993,0.008332
2712,23.60396385,0.008334
2713,23.61230755,0.008344
2714,23.62062764,0.00832
2715,23.62895775,0.00833
2716,23.63729978,0.008342
2717,23.64562273,0.008323
2718,23.65395546,0.008333
2719,23.66228867,0.008333
2720,23.6706214,0.008333
2721,23.67895103,0.00833
2722,23.68728614,0.008335
2723,23.69561648,0.00833
2724,23.70395041,0.008334
2725,23.71230483,0.008354
2726,23.72062063,0.008316
2727,23.72895336,0.008333
2728,23.73728609,0.008333
2729,23.74562049,0.008334
2730,23.75395417,0.008334
2731,23.76228786,0.008334
2732,23.77061963,0.008332
2733,23.77895188,0.008332
2734,23.78728557,0.008334
2735,23.79561782,0.008332
2736,23.80394959,0.008332
2737,23.81230116,0.008352
2738,23.82062268,0.008322
2739,23.82895231,0.00833
2740,23.83728647,0.008334
2741,23.84562111,0.008335
2742,23.85395455,0.008333
2743,23.86228657,0.008332
2744,23.87062001,0.008333
2745,23.87895036,0.00833
2746,23.88728595,0.008336
2747,23.89561677,0.008331
2748,23.90394974,0.008333
2749,23.91230345,0.008354
2750,23.92062163,0.008318
2751,23.92895079,0.008329
2752,23.9372859,0.008335
2753,23.94562101,0.008335
2754,23.95395351,0.008332
2755,23.96228838,0.008335
2756,23.97062087,0.008332
2757,23.97895122,0.00833
2758,23.98728466,0.008333
2759,23.99561739,0.008333
2760,24.00395036,0.008333
2761,24.01230216,0.008352
2762,24.02062988,0.008328
2763,24.02895403,0.008324
2764,24.03730202,0.008348
2765,24.04562426,0.008322
2766,24.05396748,0.008343
2767,24.06229234,0.008325
2768,24.07063079,0.008338
2769,24.07895923,0.008328
2770,24.08729982,0.008341
2771,24.09562516,0.008325
2772,24.10400677,0.008382
2773,24.11229968,0.008293
2774,24.12062717,0.008327
2775,24.12895131,0.008324
2776,24.13728643,0.008335
2777,24.14562058,0.008334
2778,24.15395451,0.008334
2779,24.16228771,0.008333
2780,24.17061877,0.008331
2781,24.17895842,0.00834
2782,24.18728995,0.008332
2783,24.19561791,0.008328
2784,24.20394945,0.008332
2785,24.21230459,0.008355
2786,24.22062159,0.008317
2787,24.22895265,0.008331
2788,24.23728657,0.008334
2789,24.2456212,0.008335
2790,24.25395393,0.008333
2791,24.26228643,0.008332
2792,24.27061987,0.008333
2793,24.27895021,0.00833
2794,24.2872901,0.00834
2795,24.29563355,0.008343
2796,24.30396509,0.008332
2797,24.3123138,0.008349
2798,24.32064462,0.008331
2799,24.32896876,0.008324
2800,24.33730197,0.008333
2801,24.34563828,0.008336
2802,24.353971,0.008333
2803,24.36230254,0.008332
2804,24.37064195,0.008339
2805,24.37896729,0.008325
2806,24.38730955,0.008342
2807,24.39564514,0.008336
