i,time (s),dt
3721,32.01229954,0.008344
3722,32.02062821,0.008329
3723,32.02895713,0.008329
3724,32.03729606,0.008339
3725,32.04562306,0.008327
3726,32.05396414,0.008341
3727,32.0622921,0.008328
3728,32.07062841,0.008336
3729,32.07895994,0.008332
3730,32.08729601,0.008336
3731,32.09562659,0.008331
3732,32.10396266,0.008336
3733,32.11229825,0.008336
3734,32.12062478,0.008327
3735,32.12900448,0.00838
3736,32.13728905,0.008285
3737,32.14562154,0.008332
3738,32.15395451,0.008333
3739,32.16228795,0.008333
3740,32.17061973,0.008332
3741,32.17895722,0.008337
3742,32.18728519,0.008328
3743,32.19562936,0.008344
3744,32.20395255,0.008323
3745,32.21230531,0.008353
3746,32.22062302,0.008318
3747,32.22896195,0.008339
3748,32.23728848,0.008327
3749,32.24562931,0.008341
3750,32.25397325,0.008344
3751,32.26230598,0.008333
3752,32.27063537,0.008329
3753,32.2789681,0.008333
3754,32.28731036,0.008342
3755,32.29563689,0.008327
3756,32.30397916,0.008342
3757,32.31231475,0.008336
3758,32.3229847,0.01067
3759,32.32896948,0.005985
3760,32.33730388,0.008334
3761,32.34563398,0.00833
3762,32.35398269,0.008349
3763,32.36231327,0.008331
3764,32.37065649,0.008343
3765,32.37898827,0.008332
3766,32.387326,0.008338
3767,32.39564824,0.008322
3768,32.40399146,0.008343
3769,32.41232395,0.008332
3770,32.42065573,0.008332
3771,32.42898536,0.00833
3772,32.43733835,0.008353
3773,32.44565845,0.00832
3774,32.45397735,0.008319
3775,32.46231699,0.00834
3776,32.47063971,0.008323
3777,32.47897172,0.008332
3778,32.48730612,0.008334
3779,32.4956367,0.008331
3780,32.50398064,0.008344
3781,32.51231813,0.008337
3782,32.52064872,0.008331
3783,32.52898145,0.008333
3784,32.53731871,0.008337
3785,32.54564214,0.008323
3786,32.55397058,0.008328
3787,32.56231427,0.008344
3788,32.57063627,0.008322
3789,32.57897735,0.008341
3790,32.58731604,0.008339
3791,32.59563732,0.008321
3792,32.60396218,0.008325
3793,32.61231232,0.00835
3794,32.62064219,0.00833
3795,32.6289773,0.008335
3796,32.63730454,0.008327
3797,32.64564133,0.008337
3798,32.65396404,0.008323
3799,32.66228843,0.008324
3800,32.67062545,0.008337
3801,32.67895174,0.008326
3802,32.68728924,0.008337
3803,32.69562292,0.008334
3804,32.70396113,0.008338
3805,32.71230292,0.008342
3806,32.72062326,0.00832
3807,32.72895432,0.008331
3808,32.73728919,0.008335
3809,32.74562097,0.008332
3810,32.75395489,0.008334
3811,32.76228857,0.008334
3812,32.77061868,0.00833
3813,32.77895069,0.008332
3814,32.78728724,0.008337
3815,32.79561639,0.008329
3816,32.80395174,0.008335
3817,32.81229949,0.008348
3818,32.82062197,0.008322
3819,32.82895207,0.00833
3820,32.83728814,0.008336
3821,32.84562111,0.008333
3822,32.85395503,0.008334
3823,32.862288,0.008333
3824,32.87061858,0.008331
3825,32.87895155,0.008333
3826,32.8872869,0.008335
3827,32.89561701,0.00833
3828,32.90394974,0.008333
3829,32.91229701,0.008347
3830,32.92062235,0.008325
3831,32.92895055,0.008328
3832,32.93728757,0.008337
3833,32.94562173,0.008334
3834,32.95395446,0.008333
3835,32.96228862,0.008334
3836,32.97066116,0.008373
3837,32.97895002,0.008289
3838,32.98728418,0.008334
3839,32.99561858,0.008334
3840,33.00395107,0.008332
3841,33.01229954,0.008348
3842,33.02063084,0.008331
3843,33.02895427,0.008323
3844,33.03729844,0.008344
3845,33.04562402,0.008326
3846,33.05396652,0.008343
3847,33.06228566,0.008319
3848,33.07062244,0.008337
3849,33.07895255,0.00833
3850,33.08729053,0.008338
3851,33.0956192,0.008329
3852,33.10395241,0.008333
3853,33.11229873,0.008346
3854,33.12063122,0.008332
3855,33.12896442,0.008333
3856,33.13730121,0.008337
3857,33.14562893,0.008328
3858,33.15395999,0.008331
3859,33.1622901,0.00833
3860,33.17062044,0.00833
3861,33.17894888,0.008328
3862,33.18728161,0.008333
3863,33.19561505,0.008333
3864,33.20394874,0.008334
3865,33.21229434,0.008346
3866,33.22062087,0.008327
3867,33.22894883,0.008328
3868,33.23728633,0.008337
3869,33.24561882,0.008332
3870,33.25395322,0.008334
3871,33.26228571,0.008332
3872,33.27061701,0.008331
3873,33.27894974,0.008333
3874,33.28728294,0.008333
3875,33.29561544,0.008332
3876,33.30394959,0.008334
3877,33.31229591,0.008346
3878,33.32062006,0.008324
3879,33.32894945,0.008329
3880,33.33728647,0.008337
3881,33.34561944,0.008333
3882,33.3539598,0.00834
3883,33.36230254,0.008343
3884,33.3706317,0.008329
3885,33.37896466,0.008333
3886,33.3873167,0.008352
3887,33.3956604,0.008344
3888,33.40400791,0.008348
3889,33.41231823,0.00831
3890,33.42066002,0.008342
3891,33.42898774,0.008328
3892,33.43731046,0.008323
3893,33.44563532,0.008325
3894,33.45397687,0.008342
3895,33.46230674,0.00833
3896,33.47063446,0.008328
3897,33.47898126,0.008347
3898,33.48730278,0.008322
3899,33.49563384,0.008331
3900,33.50396705,0.008333
3901,33.51230693,0.00834
3902,33.52063823,0.008331
3903,33.52897596,0.008338
3904,33.53730798,0.008332
3905,33.54563546,0.008327
3906,33.55398035,0.008345
3907,33.5622952,0.008315
3908,33.57061577,0.008321
3909,33.57896185,0.008346
3910,33.58728099,0.008319
3911,33.5956254,0.008344
3912,33.60395145,0.008326
3913,33.61229849,0.008347
3914,33.62062407,0.008326
3915,33.62895227,0.008328
3916,33.63728929,0.008337
3917,33.64562225,0.008333
3918,33.65395689,0.008335
3919,33.66228557,0.008329
3920,33.67061687,0.008331
3921,33.67894912,0.008332
3922,33.68728256,0.008333
3923,33.69561529,0.008333
3924,33.70394993,0.008335
3925,33.71230054,0.008351
3926,33.72062087,0.00832
3927,33.7289505,0.00833
3928,33.73728395,0.008333
3929,33.74561858,0.008335
3930,33.7539525,0.008334
3931,33.7622838,0.008331
3932,33.77061749,0.008334
3933,33.77894926,0.008332
3934,33.78728175,0.008332
3935,33.79561544,0.008334
3936,33.80394912,0.008334
3937,33.81233263,0.008384
3938,33.82061863,0.008286
3939,33.82894778,0.008329
3940,33.83728361,0.008336
3941,33.8456192,0.008336
3942,33.85395265,0.008333
3943,33.86228633,0.008334
3944,33.87061691,0.008331
3945,33.87894726,0.00833
3946,33.88728142,0.008334
3947,33.89561629,0.008335
3948,33.90394926,0.008333
3949,33.9122994,0.00835
3950,33.92061949,0.00832
3951,33.92894959,0.00833
3952,33.93728495,0.008335
3953,33.94561935,0.008334
3954,33.95395207,0.008333
3955,33.96228409,0.008332
3956,33.97061586,0.008332
3957,33.97894883,0.008333
3958,33.9872849,0.008336
3959,33.99561453,0.00833
3960,34.00394988,0.008335
3961,34.01229858,0.008349
3962,34.02063322,0.008335
3963,34.02895355,0.00832
3964,34.03730178,0.008348
3965,34.04562354,0.008322
3966,34.053967,0.008343
3967,34.06229067,0.008324
3968,34.07063127,0.008341
3969,34.07895684,0.008326
3970,34.0873003,0.008343
3971,34.09562421,0.008324
3972,34.10396481,0.008341
3973,34.11230016,0.008335
3974,34.12063003,0.00833
3975,34.1289506,0.008321
3976,34.13729048,0.00834
3977,34.14562225,0.008332
3978,34.15395498,0.008333
3979,34.16228771,0.008333
3980,34.17061782,0.00833
3981,34.17895126,0.008333
3982,34.18728352,0.008332
3983,34.19561887,0.008335
3984,34.20394969,0.008331
3985,34.21229887,0.008349
3986,34.22062397,0.008325
3987,34.22895002,0.008326
3988,34.23728824,0.008338
3989,34.24562073,0.008332
3990,34.25395346,0.008333
3991,34.26230478,0.008351
3992,34.27063274,0.008328
3993,34.27896547,0.008333
3994,34.28730059,0.008335
3995,34.29563165,0.008331
3996,34.30396485,0.008333
3997,34.31231165,0.008347
3998,34.32064295,0.008331
3999,34.32896709,0.008324
4000,34.33730578,0.008339
4001,34.34567332,0.008368
4002,34.353971,0.008298
4003,34.36230254,0.008332
4004,34.37064338,0.008341
4005,34.37898445,0.008341
4006,34.38731957,0.008335
4007,34.3956461,0.008327
4008,34.40397692,0.008331
4009,34.41232204,0.008345
4010,34.42065525,0.008333
4011,34.42898417,0.008329
4012,34.43731809,0.008334
4013,34.44564772,0.00833
4014,34.45398235,0.008335
4015,34.46231461,0.008332
4016,34.47064042,0.008326
4017,34.47897148,0.008331
4018,34.48730588,0.008334
4019,34.4956367,0.008331
4020,34.50396895,0.008332
4021,34.51231337,0.008344
4022,34.52064967,0.008336
4023,34.52898288,0.008333
4024,34.5373199,0.008337
4025,34.54564214,0.008322
4026,34.55397821,0.008336
4027,34.56231737,0.008339
4028,34.57062578,0.008308
4029,34.57895875,0.008333
4030,34.5873003,0.008342
4031,34.59563232,0.008332
4032,34.60396004,0.008328
4033,34.61230278,0.008343
4034,34.62062621,0.008323
4035,34.6289568,0.008331
4036,34.63730025,0.008343
4037,34.64562249,0.008322
4038,34.65397048,0.008348
4039,34.66228747,0.008317
4040,34.6706202,0.008333
4041,34.67895103,0.008331
4042,34.68728471,0.008334
4043,34.69561529,0.008331
4044,34.70394945,0.008334
4045,34.71230292,0.008353
4046,34.7206223,0.008319
4047,34.72895026,0.008328
4048,34.737288,0.008338
4049,34.74562073,0.008333
4050,34.75395298,0.008332
4051,34.76228714,0.008334
4052,34.77061629,0.008329
4053,34.77895021,0.008334
4054,34.78728366,0.008333
4055,34.79561758,0.008334
4056,34.80395055,0.008333
4057,34.81230283,0.008352
4058,34.82062125,0.008318
4059,34.82895017,0.008329
4060,34.83728766,0.008337
4061,34.84562087,0.008333
4062,34.85395503,0.008334
4063,34.86228824,0.008333
4064,34.87061787,0.00833
4065,34.87894988,0.008332
4066,34.88728309,0.008333
4067,34.89561558,0.008332
4068,34.90395021,0.008335
4069,34.91230202,0.008352
4070,34.92062306,0.008321
4071,34.92895007,0.008327
4072,34.93729067,0.008341
4073,34.94562101,0.00833
4074,34.95395422,0.008333
4075,34.96228719,0.008333
4076,34.97061896,0.008332
4077,34.97895145,0.008332
4078,34.98728395,0.008332
4079,34.99561572,0.008332
4080,35.00394988,0.008334
4081,35.01229906,0.008349
4082,35.02062893,0.00833
4083,35.02895427,0.008325
4084,35.03729892,0.008345
4085,35.04562402,0.008325
4086,35.05396628,0.008342
4087,35.06229091,0.008325
4088,35.07062697,0.008336
4089,35.07895827,0.008331
4090,35.08730006,0.008342
4091,35.09562683,0.008327
4092,35.10396957,0.008343
4093,35.11229515,0.008326
4094,35.12063193,0.008337
4095,35.1289618,0.00833
4096,35.13729477,0.008333
4097,35.14562225,0.008327
4098,35.15395427,0.008332
4099,35.16228867,0.008334
4100,35.1706183,0.00833
4101,35.17895126,0.008333
4102,35.18732572,0.008374
4103,35.19561601,0.00829
4104,35.20394898,0.008333
4105,35.21229887,0.00835
4106,35.22062397,0.008325
4107,35.22895169,0.008328
4108,35.23728991,0.008338
4109,35.24562025,0.00833
4110,35.25395489,0.008335
4111,35.26228762,0.008333
4112,35.2706306,0.008343
4113,35.27897024,0.00834
4114,35.28730083,0.008331
4115,35.29563165,0.008331
4116,35.30396581,0.008334
4117,35.3123126,0.008347
4118,35.32063937,0.008327
4119,35.32896853,0.008329
4120,35.33730722,0.008339
4121,35.34563661,0.008329
4122,35.35397077,0.008334
4123,35.36230397,0.008333
4124,35.37063456,0.008331
4125,35.37897992,0.008345
4126,35.38731313,0.008333
4127,35.39565206,0.008339
4128,35.40397835,0.008326
4129,35.41232228,0.008344
4130,35.42065501,0.008333
4131,35.42898488,0.00833
4132,35.43732047,0.008336
4133,35.44564867,0.008328
4134,35.45398068,0.008332
4135,35.46231628,0.008336
4136,35.47064495,0.008329
4137,35.478971,0.008326
4138,35.48730564,0.008335
4139,35.49563861,0.008333
4140,35.50397039,0.008332
4141,35.51231718,0.008347
4142,35.5206449,0.008328
4143,35.52898216,0.008337
4144,35.53732181,0.00834
4145,35.54564381,0.008322
4146,35.55397797,0.008334
4147,35.56231761,0.00834
4148,35.57064891,0.008331
4149,35.57895207,0.008303
4150,35.58730388,0.008352
4151,35.59561944,0.008316
4152,35.60396648,0.008347
4153,35.61230683,0.00834
4154,35.62062287,0.008316
4155,35.62896299,0.00834
4156,35.63729549,0.008332
4157,35.64562511,0.00833
4158,35.65395403,0.008329
4159,35.66228652,0.008332
4160,35.67061734,0.008331
4161,35.67895079,0.008333
4162,35.6872859,0.008335
4163,35.69561672,0.008331
4164,35.70395017,0.008333
4165,35.71230316,0.008353
4166,35.72062111,0.008318
4167,35.72895289,0.008332
4168,35.73729062,0.008338
4169,35.74562216,0.008332
4170,35.75395632,0.008334
4171,35.76228714,0.008331
4172,35.77061772,0.008331
4173,35.77895093,0.008333
4174,35.78728509,0.008334
4175,35.79561615,0.008331
4176,35.80394912,0.008333
4177,35.81230712,0.008358
4178,35.82062078,0.008314
4179,35.82895088,0.00833
4180,35.83728957,0.008339
4181,35.84562135,0.008332
4182,35.85395455,0.008333
4183,35.86228752,0.008333
4184,35.87061906,0.008332
4185,35.87895322,0.008334
4186,35.88728595,0.008333
4187,35.89561606,0.00833
4188,35.90394878,0.008333
4189,35.91230464,0.008356
4190,35.92062068,0.008316
4191,35.92895174,0.008331
4192,35.93728852,0.008337
4193,35.94562125,0.008333
4194,35.9539547,0.008333
4195,35.96228647,0.008332
4196,35.97061658,0.00833
4197,35.97895026,0.008334
4198,35.98728514,0.008335
4199,35.99561524,0.00833
4200,36.00395083,0.008336
4201,36.01230502,0.008354
4202,36.02062869,0.008324
4203,36.02898645,0.008358
4204,36.03730035,0.008314
4205,36.0456233,0.008323
4206,36.05396462,0.008341
4207,36.06229138,0.008327
4208,36.07062936,0.008338
4209,36.07896352,0.008334
4210,36.08729911,0.008336
4211,36.09562635,0.008327
4212,36.10396552,0.008339
4213,36.11229944,0.008334
4214,36.12062693,0.008327
4215,36.12895179,0.008325
4216,36.13728881,0.008337
4217,36.14562154,0.008333
4218,36.15395498,0.008333
4219,36.162287,0.008332
4220,36.17061734,0.00833
4221,36.17894959,0.008332
4222,36.18728495,0.008335
4223,36.19561553,0.008331
4224,36.20395017,0.008335
4225,36.21230602,0.008356
4226,36.22062326,0.008317
4227,36.22895002,0.008327
4228,36.23729086,0.008341
4229,36.24562216,0.008331
4230,36.25395632,0.008334
4231,36.26228833,0.008332
4232,36.27061677,0.008328
4233,36.27895141,0.008335
4234,36.28729892,0.008348
4235,36.2956326,0.008334
4236,36.30396462,0.008332
4237,36.3123157,0.008351
4238,36.32064843,0.008333
4239,36.32896876,0.00832
4240,36.33730674,0.008338
4241,36.34563637,0.00833
4242,36.35397148,0.008335
4243,36.36230254,0.008331
4244,36.37063265,0.00833
4245,36.37897492,0.008342
4246,36.38731122,0.008336
4247,36.39564323,0.008332
4248,36.40397596,0.008333
4249,36.41232371,0.008348
4250,36.42065597,0.008332
4251,36.42898369,0.008328
4252,36.43731833,0.008335
4253,36.44564915,0.008331
4254,36.45398355,0.008334
4255,36.46233845,0.008355
4256,36.47065687,0.008318
4257,36.47899079,0.008334
4258,36.48734427,0.008353
4259,36.4956739,0.00833
4260,36.50400305,0.008329
4261,36.51231933,0.008316
4262,36.52065229,0.008333
4263,36.52898264,0.00833
4264,36.53732252,0.00834
4265,36.54564977,0.008327
4266,36.55398083,0.008331
4267,36.5623591,0.008378
4268,36.57064724,0.008288
4269,36.57897711,0.00833
4270,36.58729792,0.008321
4271,36.59562731,0.008329
4272,36.60396385,0.008337
4273,36.61230063,0.008337
4274,36.62062812,0.008327
4275,36.62895632,0.008328
4276,36.6372993,0.008343
4277,36.64562702,0.008328
4278,36.6539588,0.008332
4279,36.66228747,0.008329
4280,36.67061877,0.008331
4281,36.67896009,0.008341
4282,36.68729353,0.008333
4283,36.69561887,0.008325
4284,36.70395231,0.008333
4285,36.71230006,0.008348
4286,36.72062111,0.008321
4287,36.7289505,0.008329
4288,36.73729014,0.00834
4289,36.74562168,0.008332
4290,36.7539537,0.008332
4291,36.76228666,0.008333
4292,36.77061796,0.008331
4293,36.77895045,0.008332
4294,36.78728414,0.008334
4295,36.79561615,0.008332
4296,36.80394864,0.008332
4297,36.81230331,0.008355
4298,36.82062221,0.008319
4299,36.82895041,0.008328
4300,36.83728933,0.008339
4301,36.84562206,0.008333
4302,36.85395408,0.008332
4303,36.86228681,0.008333
4304,36.87063146,0.008345
4305,36.8789506,0.008319
4306,36.8872838,0.008333
4307,36.89561558,0.008332
4308,36.90394926,0.008334
4309,36.91230464,0.008355
4310,36.92062163,0.008317
4311,36.92895031,0.008329
4312,36.93728805,0.008338
4313,36.94562078,0.008333
4314,36.95395303,0.008332
4315,36.9622879,0.008335
4316,36.97061992,0.008332
4317,36.97895145,0.008332
4318,36.98728466,0.008333
4319,36.99561596,0.008331
4320,37.00395227,0.008336
4321,37.01230288,0.008351
4322,37.02062869,0.008326
4323,37.02895427,0.008326
4324,37.03730083,0.008347
4325,37.04562235,0.008322
4326,37.05396581,0.008343
4327,37.06228995,0.008324
4328,37.0706265,0.008337
4329,37.07895875,0.008332
4330,37.08730078,0.008342
4331,37.09562635,0.008326
4332,37.1039629,0.008337
4333,37.1122973,0.008334
4334,37.12063265,0.008335
4335,37.12896514,0.008332
4336,37.13729906,0.008334
4337,37.14562869,0.00833
4338,37.15395594,0.008327
4339,37.16228819,0.008332
4340,37.17061853,0.00833
4341,37.17895103,0.008332
4342,37.18728447,0.008333
4343,37.19561696,0.008332
4344,37.20395207,0.008335
4345,37.21229959,0.008348
4346,37.22062349,0.008324
4347,37.22895098,0.008327
4348,37.23728848,0.008337
4349,37.24562144,0.008333
4350,37.25395441,0.008333
4351,37.26228666,0.008332
4352,37.2706182,0.008332
4353,37.27894998,0.008332
4354,37.28729177,0.008342
4355,37.29563355,0.008342
4356,37.30396438,0.008331
4357,37.31231141,0.008347
4358,37.32064247,0.008331
4359,37.32896829,0.008326
4360,37.33730936,0.008341
4361,37.3456378,0.008328
4362,37.35396981,0.008332
4363,37.36230373,0.008334
4364,37.37063479,0.008331
4365,37.37896776,0.008333
4366,37.3873117,0.008344
4367,37.39564443,0.008333
4368,37.40400243,0.008358
4369,37.41232085,0.008318
4370,37.42065668,0.008336
4371,37.42898345,0.008327
4372,37.43731809,0.008335
4373,37.44565034,0.008332
4374,37.45398426,0.008334
4375,37.46231842,0.008334
4376,37.47064638,0.008328
4377,37.47898126,0.008335
4378,37.48732519,0.008344
4379,37.49563885,0.008314
4380,37.5039711,0.008332
4381,37.51231623,0.008345
4382,37.52064705,0.008331
4383,37.52898169,0.008335
4384,37.53732228,0.008341
4385,37.54564333,0.008321
4386,37.55397916,0.008336
4387,37.56231737,0.008338
4388,37.57064748,0.00833
4389,37.57897306,0.008326
4390,37.58732367,0.008351
4391,37.59563375,0.00831
4392,37.60395289,0.008319
4393,37.6122992,0.008346
4394,37.62063003,0.008331
4395,37.62895441,0.008324
4396,37.63729835,0.008344
4397,37.6456244,0.008326
4398,37.65395808,0.008334
4399,37.66228747,0.008329
4400,37.67061782,0.00833
4401,37.67895126,0.008333
4402,37.68728495,0.008334
4403,37.69561672,0.008332
4404,37.70395041,0.008334
4405,37.71229959,0.008349
4406,37.72062135,0.008322
4407,37.72895002,0.008329
4408,37.73728871,0.008339
4409,37.74562097,0.008332
4410,37.7539537,0.008333
4411,37.76228666,0.008333
4412,37.77061677,0.00833
4413,37.77895093,0.008334
4414,37.78728461,0.008334
4415,37.7956171,0.008332
4416,37.8039515,0.008334
4417,37.81229949,0.008348
4418,37.82062078,0.008321
4419,37.82895112,0.00833
4420,37.83728838,0.008337
4421,37.84562111,0.008333
4422,37.85395384,0.008333
4423,37.86228728,0.008333
4424,37.87061715,0.00833
4425,37.8789506,0.008333
4426,37.88728476,0.008334
4427,37.89561653,0.008332
4428,37.90394902,0.008332
4429,37.91230059,0.008352
4430,37.9206233,0.008323
4431,37.92895103,0.008328
4432,37.93729067,0.00834
4433,37.94562197,0.008331
4434,37.9539547,0.008333
4435,37.96228647,0.008332
4436,37.97061849,0.008332
4437,37.97895098,0.008332
4438,37.98728442,0.008333
4439,37.99561811,0.008334
4440,38.0039506,0.008332
4441,38.01230073,0.00835
4442,38.02062917,0.008328
4443,38.02895355,0.008324
4444,38.03730178,0.008348
4445,38.04562378,0.008322
4446,38.05396676,0.008343
4447,38.06229067,0.008324
4448,38.07062864,0.008338
4449,38.0789578,0.008329
4450,38.08729911,0.008341
4451,38.09562731,0.008328
4452,38.1039629,0.008336
4453,38.1122992,0.008336
4454,38.12062883,0.00833
4455,38.12895227,0.008323
4456,38.13728976,0.008337
4457,38.14562178,0.008332
4458,38.15395498,0.008333
4459,38.16228795,0.008333
4460,38.17061806,0.00833
4461,38.17894983,0.008332
4462,38.1872859,0.008336
4463,38.19561625,0.00833
4464,38.20394945,0.008333
4465,38.21230531,0.008356
4466,38.22062397,0.008319
4467,38.22895169,0.008328
4468,38.23728919,0.008337
4469,38.24564958,0.00836
4470,38.25395536,0.008306
4471,38.26228762,0.008332
4472,38.27061653,0.008329
4473,38.27894974,0.008333
4474,38.28728437,0.008335
4475,38.29562259,0.008338
4476,38.30396628,0.008344
4477,38.3123138,0.008348
4478,38.32064533,0.008332
4479,38.32896805,0.008323
4480,38.33730674,0.008339
4481,38.34563756,0.008331
4482,38.35397053,0.008333
4483,38.36230254,0.008332
4484,38.37063336,0.008331
4485,38.37896562,0.008332
4486,38.38729954,0.008334
4487,38.39564228,0.008343
4488,38.40397978,0.008337
4489,38.41232348,0.008344
4490,38.42065668,0.008333
4491,38.42898393,0.008327
4492,38.43731928,0.008335
4493,38.44564939,0.00833
4494,38.4539814,0.008332
4495,38.46231771,0.008336
4496,38.47064614,0.008328
4497,38.47897768,0.008332
4498,38.48731279,0.008335
4499,38.49565435,0.008342
4500,38.50397277,0.008318
4501,38.51231813,0.008345
4502,38.5206461,0.008328
4503,38.52898264,0.008337
4504,38.53732085,0.008338
4505,38.54564333,0.008322
4506,38.55397892,0.008336
4507,38.5623157,0.008337
4508,38.57064867,0.008333
4509,38.57897377,0.008325
4510,38.58731127,0.008337
4511,38.59566426,0.008353
4512,38.60395885,0.008295
4513,38.61230493,0.008346
4514,38.62063074,0.008326
4515,38.62896395,0.008333
4516,38.63729668,0.008333
4517,38.64562631,0.00833
4518,38.65395689,0.008331
4519,38.66228771,0.008331
4520,38.67061758,0.00833
4521,38.67895007,0.008332
4522,38.68728423,0.008334
4523,38.69561625,0.008332
4524,38.70394921,0.008333
4525,38.71230269,0.008353
4526,38.72062302,0.00832
4527,38.7289505,0.008327
4528,38.73728705,0.008337
4529,38.7456212,0.008334
4530,38.75395441,0.008333
4531,38.76228762,0.008333
4532,38.77061772,0.00833
4533,38.77898955,0.008372
4534,38.78728271,0.008293
4535,38.79561496,0.008332
4536,38.80395079,0.008336
4537,38.81230211,0.008351
4538,38.82062149,0.008319
4539,38.82895041,0.008329
4540,38.83728838,0.008338
4541,38.84562111,0.008333
4542,38.85395455,0.008333
4543,38.86228776,0.008333
4544,38.8706162,0.008328
4545,38.87894893,0.008333
4546,38.88728333,0.008334
4547,38.8956151,0.008332
4548,38.90394974,0.008335
4549,38.91230083,0.008351
4550,38.92062092,0.00832
4551,38.92895079,0.00833
4552,38.93728852,0.008338
4553,38.94561935,0.008331
4554,38.95395351,0.008334
4555,38.96228623,0.008333
4556,38.97061586,0.00833
4557,38.97895002,0.008334
4558,38.98728371,0.008334
4559,38.99561644,0.008333
4560,39.00395203,0.008336
4561,39.0122993,0.008347
4562,39.02062821,0.008329
4563,39.02895451,0.008326
4564,39.03730059,0.008346
4565,39.0456233,0.008323
4566,39.05396557,0.008342
4567,39.06229234,0.008327
4568,39.07062864,0.008336
4569,39.07895684,0.008328
4570,39.08730841,0.008352
4571,39.09562683,0.008318
4572,39.10396051,0.008334
4573,39.11230111,0.008341
4574,39.12062764,0.008327
4575,39.12896228,0.008335
4576,39.13729382,0.008332
4577,39.14562154,0.008328
4578,39.15395522,0.008334
4579,39.16228771,0.008332
4580,39.17061734,0.00833
4581,39.17894888,0.008332
4582,39.18728375,0.008335
4583,39.19561625,0.008332
4584,39.20394993,0.008334
4585,39.21230054,0.008351
4586,39.2206223,0.008322
4587,39.22895193,0.00833
4588,39.23728943,0.008337
4589,39.24562168,0.008332
4590,39.25395346,0.008332
4591,39.26228714,0.008334
4592,39.27061725,0.00833
4593,39.27894974,0.008332
4594,39.28728437,0.008335
4595,39.29561472,0.00833
4596,39.30395484,0.00834
4597,39.31231213,0.008357
4598,39.32064128,0.008329
4599,39.32896781,0.008327
4600,39.3373065,0.008339
4601,39.34563708,0.008331
4602,39.35397029,0.008333
4603,39.36230397,0.008334
4604,39.37063217,0.008328
4605,39.37896538,0.008333
4606,39.38729811,0.008333
4607,39.39563108,0.008333
4608,39.40397406,0.008343
4609,39.41232157,0.008348
4610,39.42065454,0.008333
4611,39.42899036,0.008336
4612,39.43733382,0.008343
4613,39.44566155,0.008328
4614,39.45399785,0.008336
4615,39.46232557,0.008328
4616,39.47066331,0.008338
4617,39.47902298,0.00836
4618,39.48732305,0.0083
4619,39.49564505,0.008322
4620,39.50398684,0.008342
4621,39.51231122,0.008324
4622,39.52064252,0.008331
4623,39.52897549,0.008333
4624,39.53731012,0.008335
4625,39.54563594,0.008326
4626,39.55398035,0.008344
4627,39.56230974,0.008329
4628,39.57063365,0.008324
4629,39.57897234,0.008339
4630,39.58731651,0.008344
4631,39.59563994,0.008323
4632,39.60397601,0.008336
4633,39.61229992,0.008324
4634,39.62067699,0.008377
4635,39.6289587,0.008282
4636,39.63729692,0.008338
4637,39.64562988,0.008333
4638,39.65395784,0.008328
4639,39.66229081,0.008333
4640,39.67061687,0.008326
4641,39.67895079,0.008334
4642,39.68728161,0.008331
4643,39.69561601,0.008334
4644,39.70395064,0.008335
4645,39.71229911,0.008348
4646,39.72062302,0.008324
4647,39.72894907,0.008326
4648,39.73728705,0.008338
4649,39.74562097,0.008334
4650,39.75395608,0.008335
4651,39.76228666,0.008331
4652,39.77061701,0.00833
4653,39.77894878,0.008332
4654,39.78728294,0.008334
4655,39.79561663,0.008334
4656,39.80394936,0.008333
4657,39.8123014,0.008352
4658,39.82062125,0.00832
4659,39.82895136,0.00833
4660,39.8372879,0.008337
4661,39.84562254,0.008335
4662,39.85395384,0.008331
4663,39.862288,0.008334
4664,39.87061548,0.008327
4665,39.87894917,0.008334
4666,39.88728237,0.008333
4667,39.89561486,0.008332
4668,39.90394831,0.008333
4669,39.91229844,0.00835
4670,39.92061973,0.008321
4671,39.92895079,0.008331
4672,39.93728733,0.008337
4673,39.94561935,0.008332
4674,39.95395517,0.008336
4675,39.96228719,0.008332
4676,39.97061682,0.00833
4677,39.97894979,0.008333
4678,39.98728252,0.008333
4679,39.99561572,0.008333
4680,40.00395107,0.008335
4681,40.0122993,0.008348
4682,40.02062774,0.008328
4683,40.02895379,0.008326
4684,40.03729868,0.008345
4685,40.04562378,0.008325
4686,40.05396605,0.008342
4687,40.06229234,0.008326
4688,40.07062912,0.008337
4689,40.07895708,0.008328
4690,40.08729792,0.008341
4691,40.09562588,0.008328
4692,40.10396385,0.008338
4693,40.11230063,0.008337
4694,40.1206243,0.008324
4695,40.1289537,0.008329
4696,40.1372869,0.008333
4697,40.14562058,0.008334
4698,40.15395403,0.008333
4699,40.16228747,0.008333
4700,40.1706171,0.00833
4701,40.17895055,0.008333
4702,40.1872828,0.008332
4703,40.19561648,0.008334
4704,40.20395064,0.008334
4705,40.21230054,0.00835
4706,40.22062302,0.008322
4707,40.22895169,0.008329
4708,40.23728895,0.008337
4709,40.24562144,0.008332
4710,40.25395393,0.008332
4711,40.2622869,0.008333
4712,40.27061725,0.00833
4713,40.27895093,0.008334
4714,40.28728342,0.008332
4715,40.29561782,0.008334
4716,40.30394959,0.008332
4717,40.31230879,0.008359
4718,40.32063842,0.00833
4719,40.32896781,0.008329
