cycle,sec,last,dt,sdt
000303,3.572613,3.564188,0.008425,0.008333
000304,3.581038,3.572613,0.008425,0.008333
000305,3.589467,3.581038,0.008429,0.008333
000306,3.597893,3.589467,0.008425,0.008333
000307,3.60633,3.597893,0.008437,0.008333
000308,3.614763,3.60633,0.008433,0.008333
000309,3.62319,3.614763,0.008427,0.008333
000310,3.631616,3.62319,0.008426,0.008333
000311,3.640053,3.631616,0.008436,0.008333
000312,3.648483,3.640053,0.00843,0.008333
000313,3.656917,3.648483,0.008435,0.008333
000314,3.66535,3.656917,0.008432,0.008333
000315,3.673779,3.66535,0.008429,0.008333
000316,3.682205,3.673779,0.008427,0.008333
000317,3.690634,3.682205,0.008429,0.008333
000318,3.699063,3.690634,0.008429,0.008333
000319,3.707509,3.699063,0.008446,0.008333
000320,3.715948,3.707509,0.008439,0.008333
000321,3.724376,3.715948,0.008428,0.008333
000322,3.732807,3.724376,0.00843,0.008333
000323,3.741248,3.732807,0.008441,0.008333
000324,3.749674,3.741248,0.008426,0.008333
000325,3.758138,3.749674,0.008465,0.008333
000326,3.766568,3.758138,0.008429,0.008333
000327,3.774995,3.766568,0.008427,0.008333
000328,3.783419,3.774995,0.008424,0.008333
000329,3.791846,3.783419,0.008427,0.008333
000330,3.800271,3.791846,0.008425,0.008333
000331,3.808706,3.800271,0.008436,0.008333
000332,3.817172,3.808706,0.008466,0.008333
000333,3.825597,3.817172,0.008425,0.008333
000334,3.834024,3.825597,0.008427,0.008333
000335,3.84246,3.834024,0.008435,0.008333
000336,3.850887,3.84246,0.008428,0.008333
000337,3.859322,3.850887,0.008435,0.008333
000338,3.867751,3.859322,0.008429,0.008333
000339,3.876178,3.867751,0.008427,0.008333
000340,3.884604,3.876178,0.008426,0.008333
000341,3.893025,3.884604,0.008421,0.008333
000342,3.901448,3.893025,0.008423,0.008333
000343,3.909936,3.901448,0.008488,0.008333
000344,3.918389,3.909936,0.008452,0.008333
000345,3.926825,3.918389,0.008436,0.008333
000346,3.935257,3.926825,0.008432,0.008333
000347,3.9437,3.935257,0.008443,0.008333
000348,3.952132,3.9437,0.008433,0.008333
000349,3.960573,3.952132,0.008441,0.008333
000350,3.969005,3.960573,0.008432,0.008333
000351,3.977431,3.969005,0.008425,0.008333
000352,3.985858,3.977431,0.008427,0.008333
000353,3.9943,3.985858,0.008442,0.008333
000354,4.002731,3.9943,0.008431,0.008333
000355,4.011164,4.002731,0.008433,0.008333
000356,4.019606,4.011164,0.008443,0.008333
000357,4.02804,4.019606,0.008434,0.008333
000358,4.036483,4.02804,0.008443,0.008333
000359,4.044931,4.036483,0.008448,0.008333
000360,4.053364,4.044931,0.008433,0.008333
000361,4.061821,4.053364,0.008457,0.008333
000362,4.070257,4.061821,0.008436,0.008333
000363,4.078684,4.070257,0.008427,0.008333
000364,4.087157,4.078684,0.008473,0.008333
000365,4.095588,4.087157,0.008431,0.008333
000366,4.104017,4.095588,0.008429,0.008333
000367,4.112452,4.104017,0.008435,0.008333
000368,4.120889,4.112452,0.008436,0.008333
000369,4.129316,4.120889,0.008428,0.008333
000370,4.137748,4.129316,0.008432,0.008333
000371,4.146186,4.137748,0.008438,0.008333
000372,4.154613,4.146186,0.008426,0.008333
000373,4.163044,4.154613,0.008432,0.008333
000374,4.171478,4.163044,0.008433,0.008333
000375,4.179903,4.171478,0.008425,0.008333
000376,4.188332,4.179903,0.008429,0.008333
000377,4.19676,4.188332,0.008429,0.008333
000378,4.205189,4.19676,0.008429,0.008333
000379,4.213626,4.205189,0.008437,0.008333
000380,4.222055,4.213626,0.00843,0.008333
000381,4.230485,4.222055,0.00843,0.008333
000382,4.238914,4.230485,0.008429,0.008333
000383,4.247341,4.238914,0.008427,0.008333
000384,4.25577,4.247341,0.008429,0.008333
000385,4.264208,4.25577,0.008438,0.008333
000386,4.272639,4.264208,0.00843,0.008333
000387,4.281066,4.272639,0.008427,0.008333
000388,4.289494,4.281066,0.008428,0.008333
000389,4.297918,4.289494,0.008425,0.008333
000390,4.306346,4.297918,0.008428,0.008333
000391,4.314789,4.306346,0.008443,0.008333
000392,4.323223,4.314789,0.008434,0.008333
000393,4.331652,4.323223,0.008428,0.008333
000394,4.34008,4.331652,0.008429,0.008333
000395,4.348508,4.34008,0.008428,0.008333
000396,4.356961,4.348508,0.008453,0.008333
000397,4.365414,4.356961,0.008453,0.008333
000398,4.373847,4.365414,0.008432,0.008333
000399,4.38228,4.373847,0.008433,0.008333
000400,4.390709,4.38228,0.00843,0.008333
000401,4.399172,4.390709,0.008463,0.008333
000402,4.4076,4.399172,0.008428,0.008333
000403,4.416037,4.4076,0.008437,0.008333
000404,4.424467,4.416037,0.00843,0.008333
000405,4.432891,4.424467,0.008424,0.008333
000406,4.441319,4.432891,0.008429,0.008333
000407,4.449746,4.441319,0.008427,0.008333
000408,4.458176,4.449746,0.008429,0.008333
000409,4.466613,4.458176,0.008438,0.008333
000410,4.475048,4.466613,0.008435,0.008333
000411,4.483475,4.475048,0.008427,0.008333
000412,4.491901,4.483475,0.008426,0.008333
000413,4.500332,4.491901,0.008431,0.008333
000414,4.50876,4.500332,0.008428,0.008333
000415,4.517206,4.50876,0.008446,0.008333
000416,4.52564,4.517206,0.008434,0.008333
000417,4.534069,4.52564,0.008429,0.008333
000418,4.542498,4.534069,0.008429,0.008333
000419,4.550929,4.542498,0.008431,0.008333
000420,4.559357,4.550929,0.008428,0.008333
000421,4.567802,4.559357,0.008445,0.008333
000422,4.576244,4.567802,0.008442,0.008333
000423,4.584671,4.576244,0.008427,0.008333
000424,4.593099,4.584671,0.008428,0.008333
000425,4.601528,4.593099,0.008429,0.008333
000426,4.609956,4.601528,0.008428,0.008333
000427,4.618392,4.609956,0.008436,0.008333
000428,4.626822,4.618392,0.00843,0.008333
000429,4.63525,4.626822,0.008428,0.008333
000430,4.643677,4.63525,0.008427,0.008333
000431,4.652104,4.643677,0.008426,0.008333
000432,4.660529,4.652104,0.008425,0.008333
000433,4.668963,4.660529,0.008434,0.008333
000434,4.677392,4.668963,0.008429,0.008333
000435,4.685819,4.677392,0.008428,0.008333
000436,4.694247,4.685819,0.008427,0.008333
000437,4.702672,4.694247,0.008425,0.008333
000438,4.711099,4.702672,0.008428,0.008333
000439,4.719533,4.711099,0.008434,0.008333
000440,4.727969,4.719533,0.008436,0.008333
000441,4.736396,4.727969,0.008427,0.008333
000442,4.744819,4.736396,0.008423,0.008333
000443,4.753251,4.744819,0.008432,0.008333
000444,4.761679,4.753251,0.008428,0.008333
000445,4.770109,4.761679,0.00843,0.008333
000446,4.778542,4.770109,0.008433,0.008333
000447,4.786965,4.778542,0.008424,0.008333
000448,4.795389,4.786965,0.008424,0.008333
000449,4.803817,4.795389,0.008427,0.008333
000450,4.812251,4.803817,0.008434,0.008333
000451,4.820687,4.812251,0.008436,0.008333
000452,4.829117,4.820687,0.008429,0.008333
000453,4.837543,4.829117,0.008426,0.008333
000454,4.845972,4.837543,0.008429,0.008333
000455,4.854399,4.845972,0.008427,0.008333
000456,4.862824,4.854399,0.008425,0.008333
000457,4.871257,4.862824,0.008433,0.008333
000458,4.879685,4.871257,0.008428,0.008333
000459,4.88811,4.879685,0.008425,0.008333
000460,4.896536,4.88811,0.008426,0.008333
000461,4.904964,4.896536,0.008429,0.008333
000462,4.913399,4.904964,0.008435,0.008333
000463,4.92184,4.913399,0.008441,0.008333
000464,4.930272,4.92184,0.008432,0.008333
000465,4.938699,4.930272,0.008427,0.008333
000466,4.947203,4.938699,0.008504,0.008333
000467,4.955657,4.947203,0.008454,0.008333
000468,4.964123,4.955657,0.008466,0.008333
000469,4.972612,4.964123,0.008489,0.008333
000470,4.981093,4.972612,0.008481,0.008333
000471,4.989603,4.981093,0.00851,0.008333
000472,4.9981,4.989603,0.008497,0.008333
000473,5.006588,4.9981,0.008488,0.008333
000474,5.01505,5.006588,0.008463,0.008333
000475,5.023506,5.01505,0.008456,0.008333
000476,5.031944,5.023506,0.008438,0.008333
000477,5.040389,5.031944,0.008445,0.008333
000478,5.04883,5.040389,0.008441,0.008333
000479,5.057251,5.04883,0.008421,0.008333
000480,5.065673,5.057251,0.008422,0.008333
000481,5.074131,5.065673,0.008457,0.008333
000482,5.082565,5.074131,0.008434,0.008333
000483,5.090988,5.082565,0.008423,0.008333
000484,5.099406,5.090988,0.008419,0.008333
000485,5.107823,5.099406,0.008417,0.008333
000486,5.116238,5.107823,0.008415,0.008333
000487,5.124658,5.116238,0.00842,0.008333
000488,5.133075,5.124658,0.008417,0.008333
000489,5.14149,5.133075,0.008415,0.008333
000490,5.149916,5.14149,0.008426,0.008333
000491,5.158347,5.149916,0.008431,0.008333
000492,5.166775,5.158347,0.008428,0.008333
000493,5.17521,5.166775,0.008435,0.008333
000494,5.183638,5.17521,0.008428,0.008333
000495,5.192067,5.183638,0.008429,0.008333
000496,5.200493,5.192067,0.008425,0.008333
000497,5.208915,5.200493,0.008422,0.008333
000498,5.217339,5.208915,0.008424,0.008333
000499,5.225775,5.217339,0.008436,0.008333
000500,5.234207,5.225775,0.008431,0.008333
000501,5.242634,5.234207,0.008427,0.008333
000502,5.251068,5.242634,0.008434,0.008333
000503,5.259496,5.251068,0.008428,0.008333
000504,5.267922,5.259496,0.008426,0.008333
000505,5.276355,5.267922,0.008433,0.008333
000506,5.284786,5.276355,0.00843,0.008333
000507,5.293212,5.284786,0.008426,0.008333
000508,5.301638,5.293212,0.008427,0.008333
000509,5.310063,5.301638,0.008425,0.008333
000510,5.318488,5.310063,0.008425,0.008333
000511,5.32693,5.318488,0.008442,0.008333
000512,5.335363,5.32693,0.008433,0.008333
000513,5.343789,5.335363,0.008426,0.008333
000514,5.352226,5.343789,0.008437,0.008333
000515,5.360651,5.352226,0.008425,0.008333
000516,5.369077,5.360651,0.008426,0.008333
000517,5.37751,5.369077,0.008433,0.008333
000518,5.385941,5.37751,0.008431,0.008333
000519,5.394369,5.385941,0.008428,0.008333
000520,5.402795,5.394369,0.008426,0.008333
000521,5.411219,5.402795,0.008424,0.008333
000522,5.419645,5.411219,0.008426,0.008333
000523,5.428075,5.419645,0.008431,0.008333
000524,5.436525,5.428075,0.00845,0.008333
000525,5.444951,5.436525,0.008426,0.008333
000526,5.453387,5.444951,0.008435,0.008333
000527,5.461819,5.453387,0.008433,0.008333
000528,5.470247,5.461819,0.008427,0.008333
000529,5.478679,5.470247,0.008433,0.008333
000530,5.487152,5.478679,0.008472,0.008333
000531,5.495579,5.487152,0.008427,0.008333
000532,5.504003,5.495579,0.008424,0.008333
000533,5.512428,5.504003,0.008425,0.008333
000534,5.52086,5.512428,0.008433,0.008333
000535,5.5293,5.52086,0.00844,0.008333
000536,5.537735,5.5293,0.008435,0.008333
000537,5.546165,5.537735,0.00843,0.008333
000538,5.554603,5.546165,0.008437,0.008333
000539,5.56303,5.554603,0.008427,0.008333
000540,5.571459,5.56303,0.008429,0.008333
000541,5.579902,5.571459,0.008444,0.008333
